Library service,Library name,In use 2010,In use 2016,Type of library,Type of closed library,Closed,New building,Replace existing,Notes,Weekly hours open,Weekly hours staffed
Leicester City,Braunstone Library,yes,yes,LAL,,,,,,50.0,50.0
Leicester City,Evington Library,yes,yes,LAL,,,,,,47.0,47.0
Leicester City,Eyres Monsell Library,yes,yes,LAL-,,,,,Self service library in Eyres Monsell Community Centre,0.0,0.0
Leicester City,Forest East Community Library,yes,no,CRL,,,,,Became a community run library in 2015,,
Leicester City,Fosse Library,yes,yes,LAL,,,,,,26.5,26.5
Leicester City,Hamilton Library,yes,yes,LAL,,,,,,40.0,40.0
Leicester City,Highfields Library,yes,yes,LAL,,,,,,51.0,51.0
Leicester City,Knighton Library,yes,yes,LAL,,,,,,47.0,47.0
Leicester City,Leicester Central Library,yes,yes,LAL,,,,,"Œ£500k refurbishment completed in 2011 to merge Bishop St reference library site and Belvoir Street old lending library to create 1 central library. Improvements included the restoration of edwardian features, including painted glass skylight and mosaic floor. ",52.5,52.5
Leicester City,New Parks Library,yes,yes,LAL,,,,,Closed fore refurbishment 24 October - 12 December. Building will be amalgamated with housing offices next door to offer community space and a wider range of services. Expected completion early 2017. ,37.0,37.0
Leicester City,Pork Pie Library and Community Centre,yes,yes,LAL,,,,,"Pork Pie Library and Community Centre, formerly Southfields Library, opened in May 2015, following a Œ£400k refurbishment. New facilities include a kitchenette, more computers and a key fob access system which gives groups out-of-hours access to the building. The library, adult learning and community services now all operate from the building. ",45.0,45.0
Leicester City,Rushey Mead Library,yes,yes,LAL,,,,,,29.0,29.0
Leicester City,St Barnabas Library,yes,yes,LAL,,,,,,51.0,51.0
Leicester City,St Matthews Library,yes,yes,LAL,,,,Yes,"In 2013 St Matthewäó»s Library moved from 50 Malabar road to St Matthewäó»s Centre, 10 Malabar Road, as part of a Œ£240,000 scheme to transform the community building.",47.0,47.0
Leicester City,Westcotes Library,yes,yes,LAL,,,,,,51.0,51.0
Leicestershire,Anstey,yes,No,CRL,,,,,Community Managed Library,16.0,16.0
Leicestershire,Ashby-De-La-Zouch,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Barrow-upon-Soar,yes,No,CRL,,,,,Community Managed Library,22.0,22.0
Leicestershire,Barwell,yes,No,,XL,Jun-16,,,,0.0,0.0
Leicestershire,Birstall,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Blaby,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Bottesford,yes,No,CRL,,,,,Community Managed Library,20.0,20.0
Leicestershire,Braunstone Town,yes,Yes,LAL,,,,,Community Managed library from 19/9/16,22.0,22.0
Leicestershire,Broughton Astley,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Burbage,yes,No,CRL,,,,,Community Managed Library,14.0,14.0
Leicestershire,Castle Donington,yes,No,CRL,,,,,Community Managed Library,20.0,20.0
Leicestershire,Coalville,yes,yes,LAL,,,,,,38.0,38.0
Leicestershire,Cosby,yes,yes,LAL,,,,, Community Managed Library from 6/9/16,13.0,13.0
Leicestershire,Countesthorpe,yes,No,CRL,,,,,Community Managed Library,17.0,17.0
Leicestershire,Desford,yes,Yes,LAL,,,,,,15.0,15.0
Leicestershire,East Goscote,yes,No,CRL,,,,,Community Managed Library,19.0,19.0
Leicestershire,Earl Shilton,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Enderby,yes,No,CRL,,,,,Community Managed Library,24.0,24.0
Leicestershire,Fleckney,yes,No,CRL,,,,,Community Managed Library,15.0,15.0
Leicestershire,Glenfield,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Glenhills,yes,no,CRL,,,,,Community Managed Library,36.0,36.0
Leicestershire,Great Glen,yes,No,CRL,,,,,Community Managed Library,13.0,13.0
Leicestershire,Groby,yes,No,CRL,,,,,Community Managed Library,18.0,18.0
Leicestershire,Hathern,yes,No,CRL,,,,,Community Managed Library,9.0,9.0
Leicestershire,Hinckley,yes,yes,LAL,,,,,,38.0,38.0
Leicestershire,Ibstock,yes,no,,XL,,,,Closed - Due to open in an alternative location. Currently providing mobile service whilst library is relocated as CRL,,
Leicestershire,Kegworth,yes,No,CRL,,,,,Community Managed Library,14.0,14.0
Leicestershire,Kibworth,yes,No,CRL,,,,,Community Managed Library,18.0,18.0
Leicestershire,Kirby Muxloe,yes,yes,LAL,,,,,Community Managed Library from Nov 16,20.0,20.0
Leicestershire,Leicester Forest East,Yes,no,CRL,,,,Yes,Community Managed Library,21.0,21.0
Leicestershire,Loughborough,yes,yes,LAL,,,,,Refurbished 2012,38.0,38.0
Leicestershire,Lutterworth,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Market Bosworth,yes,Yes,LAL,,,,,Due to be Community Managed Library,18.0,18.0
Leicestershire,Market Harborough,yes,yes,LAL,,,,,,38.0,38.0
Leicestershire,Markfield,yes,No,CRL,,,,,Community Managed Library,19.0,19.0
Leicestershire,Measham,yes,No,CRL,,,,,Community Managed Library,19.0,19.0
Leicestershire,Melton Mowbray,yes,yes,LAL,,,,,,38.0,38.0
Leicestershire,Mountsorrel,yes,yes,LAL,,,,,Community Managed Library from 26/9/16,20.0,20.0
Leicestershire,Narborough,yes,yes,LAL,,,,,Community Managed Library from 3/10/16,14.0,14.0
Leicestershire,Newbold Verdon,yes,No,CRL,,,,,Community Managed Library,18.0,18.0
Leicestershire,Oadby,yes,yes,LAL,,,,,,10.0,10.0
Leicestershire,Quorn,yes,Yes,LAL,,,,,,14.0,14.0
Leicestershire,Ratby,yes,No,CRL,,,,,Community Managed Library,44.0,44.0
Leicestershire,Rothley,yes,No,CRL,,,,,Community Managed Library,16.0,16.0
Leicestershire,Sapcote,yes,yes,LAL,,,,,Due to be Community Managed Library,13.0,13.0
Leicestershire,Shepshed,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Sileby,yes,No,CRL,,,,,Community Managed Library,24.0,24.0
Leicestershire,South Wigston,yes,No,CRL,,,,,Community Managed Library,43.0,43.0
Leicestershire,Stoney Stanton,yes,No,CRL,,,,,Community Managed Library,9.0,9.0
Leicestershire,Syston,yes,yes,LAL,,,,,,31.0,31.0
Leicestershire,Thurmaston,yes,yes,LAL,,,,,Dueto be Community Managed Library,17.0,17.0
Leicestershire,Wigston,yes,yes,LAL,,,,,,38.0,38.0
Lewisham,Blackheath Village community library service,Yes,Yes,CRL,,,,,,53.0,53.0
Lewisham,Catford library,Yes,Yes,LAL,,,,,,56.5,56.5
Lewisham,Crofton Park community library service,Yes,Yes,CRL,,,,,,40.0,40.0
Lewisham,Downham Library,Yes,Yes,LAL,,,,,,80.0,80.0
Lewisham,Forest Hill Library,Yes,Yes,LAL,,,,,,66.0,66.0
Lewisham,Grove Park community library service,Yes,Yes,CRL,,,,,,29.0,29.0
Lewisham,Lewisham Library,Yes,Yes,LAL,,,,,Ground floor refurbishment,61.0,61.0
Lewisham,The Library at Deptford Lounge,no,Yes,LAL,,,2012,Yes,Replaced Waveslength library (sited next door),85.0,85.0
Lewisham,Manor House Library,Yes,Yes,LAL,,,,,,65.0,65.0
Lewisham,New Cross community library service,Yes,Yes,CRL,,,,,,32.0,32.0
Lewisham,Pepys community library service,No,Yes,CRL,,,,,,15.0,15.0
Lewisham,Torridon Road Library,Yes,Yes,LAL,,,,,Full building refurbishment,36.0,36.0
Lewisham,Sydenham community library service,Yes,Yes,CRL,,,,,,34.0,34.0
Lewisham,Wavelengths Library,yes,no,,XLR,2012,,,Replaced by the Deptford Lounge,,
Lincolnshire,Alford ,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Birchwood,yes,no,CRL,,,,,,,
Lincolnshire,Boston ,yes,yes,CL,,,,,,48.0,48.0
Lincolnshire,Boultham,yes,no,CRL,,,,,,,
Lincolnshire,Bourne,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Bracebridge Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Bracebridge Heath Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Branston Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Burgh le Marsh,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Caistor,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Cherry Willingham ,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Crowland Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Deeping,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Donington Community Hub,yes,no,CRL,,,,,,,
Lincolnshire,Ermine,yes,no,CRL,,,,,,,
Lincolnshire,Gainsborough,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Grantham ,yes,yes,LAL,,,,,,48.0,48.0
Lincolnshire,Heckington Community Hub,no,no,CRL,,,,,,0.0,0.0
Lincolnshire,Holbeach,yes,no,CRL,,,,,Planning to move to a new Co-op store in 2017,0.0,0.0
Lincolnshire,Horncastle ,yes,yes,CL,,,,,,30.0,30.0
Lincolnshire,Ingoldmells Communiy Hub,no,no,CRL,,,,,,0.0,0.0
Lincolnshire,Keelby Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Kirton,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Lincoln ,yes,yes,CL,,,,,,48.0,48.0
Lincolnshire,Long Sutton ,yes,yes,CL,,,,,,26.0,26.0
Lincolnshire,Louth ,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Mablethorpe ,yes,yes,CL,,,,,,0.0,0.0
Lincolnshire,Market Raisen,yes,yes,CL,,,,,,26.0,26.0
Lincolnshire,Mettheringham Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Navenby Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Nettleham Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,North Hykeham Community Library,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Pinchbeck Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Ruskington Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Saxilby Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Scotter Library and Community Hub,yes,no,CRL,,,,,,,
Lincolnshire,Skegness ,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Skellingthorpe,yes,no,,XL,2015,,,,,
Lincolnshire,Sleaford ,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Spalding ,yes,yes,CL,,,,,,45.0,45.0
Lincolnshire,Spilsby,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Stamford,yes,yes,CL,,,,,,48.0,48.0
Lincolnshire,Sutton Bridge Community Hub,yes,no,CRL,,,,,,,
Lincolnshire,Sutton on Sea Community Hub,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Swineshead Community Hub,no,no,CRL,,,,,,,
Lincolnshire,Tattershall Coningsby,yes,no,,XL,2015,,,,,
Lincolnshire,Waddington ,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Wainfleet,yes,no,,XL,2015,,,Service being provided by fortnightly mobile library stop. Hope to reopen as community hub 2016/17,,
Lincolnshire,Washingborough,yes,no,,XL,2015,,,,,
Lincolnshire,Welton,yes,no,CRL,,,,,,0.0,0.0
Lincolnshire,Woodhall Spa ,yes,yes,CL,,,,,,34.0,34.0
Lincolnshire,Wragby Community Hub,yes,no,CRL,,,,,,0.0,0.0
Liverpool,Allerton,yes,yes,LAL,,,,,,38.0,38.0
Liverpool,Breck Road,no,no,CRL,,,,,,38.0,38.0
Liverpool,Childwall,yes,yes,LAL,,,2011,yes,This new build is a co location within a neighbourhood health centre. It is on the same site as the old 1960 s library.,38.0,38.0
Liverpool,Croxteth,yes,yes,CRL,,,,,,38.5,38.5
Liverpool,Dovecot,no,no,CRL,,,,,,38.0,38.0
Liverpool,Edge Hill,yes,no,,XL,2012,,,,,
Liverpool,Fazakerley,no,no,CRL,,,,,,28.0,28.0
Liverpool,Garston,yes,yes,LAL,,,,,,37.5,37.5
Liverpool,Great Homer Street,yes,no,,XL,2012,,,,,
Liverpool,Kensington,yes,yes,CRL,,,,,to be a CRL from end of August 2016,30.0,30.0
Liverpool,Larkhill,yes,no,,XLR,2012,2012,Yes,Relocated to West Derby site,,
Liverpool,Lee Valley,yes,yes,LAL,,,,,,28.0,28.0
Liverpool,Liverpool central,yes,yes,LAL,,,,,,70.0,70.0
Liverpool,Norris Green,yes,yes,LAL,,,,,,38.0,38.0
Liverpool,Old Swan,yes,yes,LAL,,,,,,29.0,29.0
Liverpool,Parklands,yes,yes,LAL,,,,,,,
Liverpool,Sefton Park,yes,yes,LAL,,,,,,28.0,28.0
Liverpool,Spellow,yes,yes,LAL,,,,,,29.0,29.0
Liverpool,Toxteth,yes,yes,LAL,,,,,,30.0,30.0
Liverpool,Walton,no,no,CRL,,,,,closed for refurbishment Feb 2016 - owned and managed by Mersey Care NHS Trust,37.5,37.5
Liverpool,Wavertree,yes,yes,LAL,,,,,,29.0,29.0
Liverpool,West Derby,no,yes,LAL,,,2012,Yes,Replaced Larkhill Library co-location with school.,31.0,31.0
Liverpool,Woolton,yes,no,,XL,2012,,,,,
Luton,Bury Park library,yes,yes,CL,,,,,,18.5,18.5
Luton,Chaul End Community Centre,no,yes,CL,,,2015,,,2.0,2.0
Luton,Farley Community Centre,no,yes,CL,,,,,,2.0,2.0
Luton,Hockwell ring community centre ,no,yes,CL,,,,,,2.0,2.0
Luton,Leagrave library,yes,yes,CL,,,,,,52.5,52.5
Luton,Lewsey library,yes,yes,CL,,,,,,38.5,38.5
Luton,Luton central library,yes,yes,CL,,,,,,59.5,59.5
Luton,Marsh Farm library,yes,yes,CL,,,,,,31.5,31.5
Luton,Stopsley library,yes,yes,CL,,,,,,41.5,41.5
Luton,Sundon Park,yes,no,,XL,2014,,,,,
Luton,Wigmore,yes,no,,XL,2014,,,,,
Manchester,Abraham Moss Library,no,yes,LAL,,,2014,Yes,replaced old Crumpsall library,43.0,43.0
Manchester,Arcadia library and leisure centre,no,yes,LAL,,,2016,Yes,replaced old Levenshulme library,90.0,90.0
Manchester,Avenue Library and Learning Centre,no,yes,LAL,,,2015,Yes,replaced old Higher Blackley library,45.0,45.0
Manchester,Barlow Moor Community Library,yes,No,CRL+,,,,,,22.5,22.5
Manchester,Beswick Library,no,yes,LAL,,,2010,Yes,replaced old Beswick library,37.0,37.0
Manchester,Brooklands Library,no,yes,LAL,,,2010,Yes,replaced Rackhouse Library ,33.0,33.0
Manchester,"Burnage Library, Activity and Information Hub",yes,No,CRL+,,,,,,22.0,22.0
Manchester,Chorlton Library,yes,yes,LAL,,,,,significant refurbishment ,45.0,45.0
Manchester,Clayton library,yes,no,,XL,2011,,,"closed 2011, now based in Surestart centre",,
Manchester,Crumpsall and Cheetham Library,yes,no,,XLR,2014,,,Replaced by Abraham Moss Library,,
Manchester,Didsbury Library,yes,yes,LAL,,,,,,45.0,45.0
Manchester,Fallowfield Community Library,yes,yes,CRL+,,,,,refurbishment,15.0,15.0
Manchester,Forum Library Wythenshawe,yes,yes,LAL,,,,,,45.0,45.0
Manchester,Gorton Library,yes,yes,LAL,,,,,,30.0,30.0
Manchester,Higher Blackely Library,yes,no,,XLR,2015,,,Replaced by Avenue library and learning centre,,
Manchester,Hulme Library,yes,no,,XLR,2015,,,Replaced by Hulme High Street library,,
Manchester,Hulme High Street Library,no,yes,LAL,,,2015,Yes,replaced old Hulme library,90.0,90.0
Manchester,Levenshulme library,yes,no,,XLR,2016,,,replaced by Arcadia library and leisure centre,,
Manchester,Longsight Library and Learning Centre,yes,yes,LAL,,,2010,Yes,,45.0,45.0
Manchester,Manchester Central library,yes,yes,LAL,,,,,significant refurbishment,65.0,65.0
Manchester,Miles Platting Community Library,yes,no,CRL+,,,2013,,refurbishment ,15.0,15.0
Manchester,Moss Side Powerhouse Library,yes,yes,LAL,,,,,,33.0,33.0
Manchester,New Moston Community Library,yes,no,CRL+,,,,,,15.0,15.0
Manchester,Newton Heath Library,yes,yes,LAL,,,,,,30.0,30.0
Manchester,North City Library,yes,yes,LAL,,,,,refurbishment ,45.0,45.0
Manchester,Northenden Community Library,yes,no,CRL+,,,2013,,,15.0,15.0
Manchester,Rack House,yes,no,,XLR,2011,,,replaced by Brooklands library,,
Manchester,Withington Library,yes,yes,LAL,,,,,,45.0,45.0
Medway,"Chatham Library, Community Hub Chatham",yes,yes,LAL,,,,,,55.0,55.0
Medway,Cuxton Library,yes,yes,LAL,,,,,,18.0,18.0
Medway,"Gillingham Library, Community Hub Gillingham",yes,yes,LAL,,,,,,58.0,58.0
Medway,Grain Library,yes,yes,LAL,,,,,,18.0,18.0
Medway,"Hempstead Library, Neighbourhood Community Hub  Hempstead",yes,yes,LAL,,,,,Refurbished 2015,21.0,21.0
Medway,Hoo Library,yes,yes,LAL,,,,,,32.0,32.0
Medway,Lordswood Library,yes,yes,LAL,,,,,,33.0,33.0
Medway,Luton Library,yes,yes,LAL,,,,,,25.0,25.0
Medway,Rainham Library,yes,yes,LAL,,,,,,43.0,43.0
Medway,"Rochester Library, Community Hub Rochester",yes,yes,LAL,,,,,,56.0,56.0
Medway,Strood Library,yes,no,,XLR,2015,,,replaced by new Strood library on the High Street,,
Medway,"Strood Library, Community Hub Strood",no,yes,LAL,,,2015,Yes,"replaced old Strood library, on new site",55.0,55.0
Medway,Thomas Aveling School and Community Library,yes,yes,LAL,,,,,,21.0,21.0
Medway,"Twydall Library, Community Hub Twydall",yes,yes,LAL,,,,,Refurbished and extended 2016,42.0,42.0
Medway,Walderslade Hook Meadow Library,yes,yes,LAL,,,,,,27.0,27.0
Medway,Walderslade Village Library,yes,yes,LAL,,,,,,32.0,32.0
Medway,Wigmore Library,yes,yes,LAL,,,,,,43.0,43.0
Merton,Donald Hope Library,yes,no,LAL,XLT,,2017,,"Temporarily closed while new building is development, due to open in 2017",,
Merton,Colliers Wood Library,no,yes,LAL,,,,,Temporary library while Donald Hope Library closed for redevelopment,45.5,45.5
Merton,Mitcham Library,yes,yes,LAL,,,,,,55.0,55.0
Merton,Morden Library,yes,yes,LAL,,,,,,55.0,55.0
Merton,Pollards Hill Library,yes,yes,LAL,,,,,,45.5,45.5
Merton,Raynes Park Library,yes,yes,LAL,,,,,,45.5,45.5
Merton,West Barnes Library,yes,yes,LAL,,,,,,45.5,45.5
Merton,Wimbledon Library,yes,yes,LAL,,,,,,55.0,55.0
Middlesbrough,Acklam Community Hub Library,yes,yes,LAL,,,,,Name change from Acklam Library to Acklam Community Hub in 2015,33.0,33.0
Middlesbrough,Easterside Community Hub Library,yes,yes,LAL,,,,"The library was next to a community centre, both buildings were combined to become a Community Hub with library offer in 2013.",Name change from Easterside Library to Easterside Community Hub Library in 2015,26.5,26.5
Middlesbrough,Grove Hill Community Hub Library,yes,yes,LAL,,,,,Grove Hill library relocated to Grove Hill Community Centre in 2013.  The building was rebranded and relaunched as a community hub in 2015.,26.5,26.5
Middlesbrough,Hemlington Community Hub,yes,yes,LAL,,,,,Name change from Hemlington Library to Hemlington Community Hub in 2015,26.5,26.5
Middlesbrough,Marton Community Hub,yes,yes,LAL,,,,,Name change from Marton Library to Marton Community Hub in 2015,26.5,26.5
Middlesbrough,Middlesbrough Central library,yes,yes,LAL,,,,,,51.0,51.0
Middlesbrough,Neptune Centre Library,yes,yes,LAL,,,,This library moved into a leisure centre premises in Jan 2015,Name change from Berwick Hills Library to Neptune Centre Library in 2015,29.0,29.0
Middlesbrough,North Ormesby Community Hub library,yes,yes,LAL,,,,,North Ormesby library relocated to North Ormesby Community Centre in 2013.  The building was rebranded and relaunched as a community hub in 2015.,27.0,27.0
Middlesbrough,Rainbow library,yes,yes,LAL,,,,,,25.5,25.5
Middlesbrough,Thorntree Community Hub,yes,yes,LAL,,,,,Thorntree Library relocated to Thorntree Community Centre in 2013.  The building was rebranded and relaunched as a communiyt hub in 2015.,27.0,27.0
Milton Keynes,Bletchley Library,yes,yes,LAL,,,,,,34.0,34.0
Milton Keynes,Kingston Library,yes,yes,LAL,,,2014,Yes,,31.0,31.0
Milton Keynes,Milton Keynes Central Library,yes,yes,LAL,,,,,,55.0,55.0
Milton Keynes,Newport Pagnell Library,yes,yes,LAL,,,,,,31.0,31.0
Milton Keynes,Olney Library,yes,yes,CL,,,,,,21.0,21.0
Milton Keynes,Stony Stratford Library,yes,yes,CL,,,,,,31.0,31.0
Milton Keynes,Westcroft Library,yes,yes,LAL,,,,,,31.0,31.0
Milton Keynes,Woburn Sands Library,yes,yes,CL,,,,,,15.0,15.0
Milton Keynes,Wolverton Library,yes,yes,CL,,,,,,31.0,31.0
Newcastle upon Tyne,Blakelaw Library,yes,no,CL,,,,,,19.0,19.0
Newcastle upon Tyne,City Library,yes,yes,LAL,,,,,,54.0,54.0
Newcastle upon Tyne,Cruddas Park Library,yes,yes,LAL,,,,,,24.0,24.0
Newcastle upon Tyne,Denton Burn Library,yes,yes,LAL,,,,,Refurbished in 2015 to accommodate Newcastle College,18.0,18.0
Newcastle upon Tyne,Dinnington Library,yes,no,ICL,,,,,Became ICL in 2013,,
Newcastle upon Tyne,East End Library,yes,yes,LAL,,,,,Library refurbished in 2016 to accommodate a council run cutomer service centre   ,24.0,24.0
Newcastle upon Tyne,Fawdon Partnership Library,yes,no,ICL,,,,,Became ICL in 2015,19.0,19.0
Newcastle upon Tyne,Fenham Library,yes,yes,LAL,,,,,,17.5,17.5
Newcastle upon Tyne,Gosforth Library,yes,yes,LAL,,,,,,23.0,23.0
Newcastle upon Tyne,High Heaton Library,yes,yes,LAL,,,,,,18.0,18.0
Newcastle upon Tyne,Jesmond Library,yes,no,ICL,,,,,Closed in 2013 and became an ICL in 2014. Refurbished 2016 in partnership with independent community group ,24.0,24.0
Newcastle upon Tyne,Kenton Library,yes,yes,LAL,,,,,,23.0,23.0
Newcastle upon Tyne,Moorside Library,yes,no,,XL,2013,,,,,
Newcastle upon Tyne,Newbiggin Hall Library,yes,yes,CRL,,,2015,Yes,,0.0,0.0
Newcastle upon Tyne,Newburn Library,yes,yes,LAL,,,,,Refurbished 2015 to improve accesibility,18.5,18.5
Newcastle upon Tyne,Outer West Library,yes,yes,LAL,,,,,,24.0,24.0
Newcastle upon Tyne,Walker Library,yes,yes,LAL,,,2013,Yes,,23.0,23.0
Newcastle upon Tyne,West End Library,yes,yes,LAL,,,,,,24.0,24.0
Newham,Beckton Library,Yes,Yes,LAL,,,,,Refurbished Sept 2011 - Feb 2012,57.0,57.0
Newham,Canning Town Library,Yes,Yes,LAL,,,,,"Refurbished July - Sept 2011,  New Build ETA 2017",57.0,57.0
Newham,Custom House Library,Yes,Yes,LAL,,,,,,31.0,31.0
Newham,East Ham Library,Yes,no,,XLR,2013,,,Replaced by new East Ham library,,
Newham,East Ham Library,no,Yes,LAL,,,2014,Yes,"New building opened Feb 2014, replacing old East Ham library. Refurbished ETA 2017",65.5,65.5
Newham,The Gate Library ,Yes,Yes,LAL,,,,,Refurbished Jan - May 2013,57.0,57.0
Newham,Green Street Library,Yes,Yes,LAL,,,,,Refurbished 2013,57.0,57.0
Newham,Manor Park Library,Yes,no,,XLR,2013,,,Replaced by new Manor Park library,,
Newham,Manor Park Library,no,Yes,LAL,,,2013,Yes,Relocated & Refurbished Feb 2013,57.0,57.0
Newham,North Woolwich Library,Yes,Yes,LAL,,,,,,31.0,31.0
Newham,Plaistow Library,Yes,Yes,LAL,,,,,Refurbishment Sept - Oct 2017,46.0,46.0
Newham,Stratford Library,Yes,Yes,LAL,,,,,Refurbished Sept 2011- March 2012,67.0,67.0
Norfolk,Acle Library,yes,yes,LAL,,,,,,23.0,23.0
Norfolk,Attleborough Library,yes,yes,LAL,,,,,,39.0,39.0
Norfolk,Aylsham Library,yes,yes,LAL,,,,,,45.0,45.0
Norfolk,Blofield Library,yes,yes,LAL,,,,,,18.0,18.0
Norfolk,Brundall Library,yes,yes,LAL,,,,,,17.0,17.0
Norfolk,Caister Library,yes,yes,LAL,,,,,,29.0,29.0
Norfolk,Costessey Library,yes,yes,LAL,,,,,,30.5,30.5
Norfolk,Cromer Library,yes,yes,LAL,,,,,,40.5,40.5
Norfolk,Dereham Library,yes,yes,LAL,,,,,,49.5,49.5
Norfolk,Dersingham Library,yes,yes,LAL,,,,,,23.5,23.5
Norfolk,Diss Library,yes,yes,LAL,,,,,,41.5,41.5
Norfolk,Downham Market Library,yes,yes,LAL,,,,,,40.5,40.5
Norfolk,Earlham Library,yes,yes,LAL,,,,,,41.0,41.0
Norfolk,Fakenham Library,yes,yes,LAL,,,,,,38.5,38.5
Norfolk,Gaywood Library,yes,yes,LAL,,,,,,41.5,41.5
